"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"28269","CHARLOTTE, NC",,"G",19094,"G",203114,"G",855236,1176,"CHARLOTTE","NC","MECKLENBURG"
"28270","CHARLOTTE, NC",,"G",6061,"G",59603,"G",237577,602,"CHARLOTTE","NC","MECKLENBURG"
"28271","CHARLOTTE, NC","C","D",0,"D",0,"D",0,14,"CHARLOTTE","NC","MECKLENBURG"
"28272","CHARLOTTE, NC","B","D",0,"D",0,"D",0,2,"CHARLOTTE","NC","MECKLENBURG"
"28273","CHARLOTTE, NC",,"G",38989,"G",477142,"G",1981021,1359,"CHARLOTTE","NC","MECKLENBURG"
"28274","CHARLOTTE, NC","F","D",0,"D",0,"D",0,7,"CHARLOTTE","NC","MECKLENBURG"
"28275","CHARLOTTE, NC","A","D",0,"D",0,"D",0,1,"CHARLOTTE","NC","MECKLENBURG"
"28277","CHARLOTTE, NC",,"G",25992,"G",418262,"G",1531150,1857,"CHARLOTTE","NC","MECKLENBURG"
"28278","CHARLOTTE, NC",,"G",2063,"G",20195,"G",93978,236,"CHARLOTTE","NC","MECKLENBURG"
"28280","CHARLOTTE, NC",,"H",494,"H",8271,"H",36911,30,"CHARLOTTE","NC","MECKLENBURG"
"28281","CHARLOTTE, NC",,"G",749,"G",9833,"H",50279,38,"CHARLOTTE","NC","MECKLENBURG"
"28282","CHARLOTTE, NC",,"G",1909,"G",33216,"G",102861,23,"CHARLOTTE","NC","MECKLENBURG"
"28284","CHARLOTTE, NC",,"H",137,"H",2268,"H",10665,9,"CHARLOTTE","NC","MECKLENBURG"
"28285","CHARLOTTE, NC",,"G",522,"G",5504,"G",22607,15,"CHARLOTTE","NC","MECKLENBURG"
"28287","CHARLOTTE, NC",,"H",146,"H",2704,"H",9802,19,"CHARLOTTE","NC","MECKLENBURG"
"28288","CHARLOTTE, NC",,"H",36,"G",437,"G",1625,6,"CHARLOTTE","NC","MECKLENBURG"
"28290","CHARLOTTE, NC","A","D",0,"D",0,"D",0,1,"CHARLOTTE","NC","MECKLENBURG"
"28297","CHARLOTTE, NC",,"G",26,"G",133,"G",435,4,"CHARLOTTE","NC","MECKLENBURG"
"28299","CHARLOTTE, NC","E","D",0,"D",0,"D",0,13,"CHARLOTTE","NC","MECKLENBURG"
"28301","FAYETTEVILLE, NC",,"G",13302,"G",101344,"G",430119,786,"FAYETTEVILLE","NC","CUMBERLAND"
"28302","FAYETTEVILLE, NC",,"G",1833,"G",16113,"G",67694,72,"FAYETTEVILLE","NC","CUMBERLAND"
"28303","FAYETTEVILLE, NC",,"G",16996,"G",113515,"G",502114,1093,"FAYETTEVILLE","NC","CUMBERLAND"
"28304","FAYETTEVILLE, NC",,"G",15336,"G",129790,"G",565237,748,"FAYETTEVILLE","NC","CUMBERLAND"
"28305","FAYETTEVILLE, NC",,"G",2980,"G",20799,"G",90885,289,"FAYETTEVILLE","NC","CUMBERLAND"
"28306","FAYETTEVILLE, NC",,"G",8895,"G",71888,"G",299878,569,"FAYETTEVILLE","NC","CUMBERLAND"
"28307","FORT BRAGG, NC",,"G",2759,"G",25468,"G",100184,91,"FORT BRAGG","NC","CUMBERLAND"
"28308","POPE ARMY AIRFIELD, NC",,"H",180,"H",1728,"H",7249,15,"POPE ARMY AIRFIELD","NC","CUMBERLAND"
"28309","FAYETTEVILLE, NC",,"H",936,"G",4642,"G",19479,80,"FAYETTEVILLE","NC","CUMBERLAND"
"28310","FORT BRAGG, NC",,"G",4178,"G",47646,"G",191159,70,"FORT BRAGG","NC","CUMBERLAND"
"28311","FAYETTEVILLE, NC",,"G",7888,"G",64754,"G",261656,363,"FAYETTEVILLE","NC","CUMBERLAND"
"28312","FAYETTEVILLE, NC",,"G",2143,"G",13416,"G",55554,201,"FAYETTEVILLE","NC","CUMBERLAND"
"28314","FAYETTEVILLE, NC",,"G",7810,"G",52203,"G",222620,505,"FAYETTEVILLE","NC","CUMBERLAND"
"28315","ABERDEEN, NC",,"G",5544,"G",38721,"G",156633,370,"ABERDEEN","NC","MOORE"
"28318","AUTRYVILLE, NC",,"G",188,"G",1334,"G",5444,42,"AUTRYVILLE","NC","SAMPSON"
"28319","BARNESVILLE, NC","A","D",0,"D",0,"D",0,1,"BARNESVILLE","NC","ROBESON"
"28320","BLADENBORO, NC",,"G",770,"G",3801,"G",15024,102,"BLADENBORO","NC","BLADEN"
"28323","BUNNLEVEL, NC",,"G",120,"H",862,"H",3674,23,"BUNNLEVEL","NC","HARNETT"
"28325","CALYPSO, NC","B","D",0,"D",0,"D",0,12,"CALYPSO","NC","DUPLIN"
"28326","CAMERON, NC",,"H",789,"G",3534,"G",15482,84,"CAMERON","NC","HARNETT"
"28327","CARTHAGE, NC",,"G",1688,"G",8988,"G",40632,215,"CARTHAGE","NC","MOORE"
"28328","CLINTON, NC",,"G",8974,"G",67997,"G",268630,587,"CLINTON","NC","SAMPSON"
"28329","CLINTON, NC",,"G",277,"G",2599,"G",11420,22,"CLINTON","NC","SAMPSON"
"28330","CORDOVA, NC","F","D",0,"D",0,"D",0,9,"CORDOVA","NC","RICHMOND"
"28331","CUMBERLAND, NC","A","D",0,"D",0,"D",0,2,"CUMBERLAND","NC","CUMBERLAND"
"28332","DUBLIN, NC",,"G",174,"G",1136,"G",4613,18,"DUBLIN","NC","BLADEN"
"28333","DUDLEY, NC",,"G",2039,"G",16531,"G",71745,63,"DUDLEY","NC","WAYNE"
"28334","DUNN, NC",,"G",8984,"G",59163,"G",263010,610,"DUNN","NC","HARNETT"
"28335","DUNN, NC",,"G",386,"G",2827,"G",12036,32,"DUNN","NC","HARNETT"
"28337","ELIZABETHTOWN, NC",,"G",3082,"G",20537,"G",86421,292,"ELIZABETHTOWN","NC","BLADEN"
"28338","ELLERBE, NC",,"G",497,"H",2684,"G",12176,56,"ELLERBE","NC","RICHMOND"
"28339","ERWIN, NC",,"H",1219,"H",6743,"H",27001,101,"ERWIN","NC","HARNETT"
"28340","FAIRMONT, NC",,"G",1025,"G",5507,"G",22757,111,"FAIRMONT","NC","ROBESON"
"28341","FAISON, NC",,"G",994,"G",6325,"G",29004,56,"FAISON","NC","DUPLIN"
"28342","FALCON, NC",,"G",222,"G",1306,"G",5998,14,"FALCON","NC","CUMBERLAND"
"28343","GIBSON, NC",,"G",28,"G",90,"G",431,8,"GIBSON","NC","SCOTLAND"
"28344","GODWIN, NC",,"G",337,"G",2317,"G",10360,25,"GODWIN","NC","SAMPSON"
"28345","HAMLET, NC",,"G",2386,"G",17135,"G",74534,175,"HAMLET","NC","RICHMOND"
"28347","HOFFMAN, NC",,"H",103,"G",717,"G",2955,9,"HOFFMAN","NC","RICHMOND"
"28348","HOPE MILLS, NC",,"H",4977,"H",37335,"H",152429,343,"HOPE MILLS","NC","CUMBERLAND"
"28349","KENANSVILLE, NC",,"G",1966,"G",14753,"G",67744,91,"KENANSVILLE","NC","DUPLIN"
"28350","LAKEVIEW, NC","B","D",0,"D",0,"D",0,6,"LAKEVIEW","NC","MOORE"
"28351","LAUREL HILL, NC",,"G",955,"H",4887,"H",18636,53,"LAUREL HILL","NC","SCOTLAND"
"28352","LAURINBURG, NC",,"G",8129,"G",55646,"G",235484,503,"LAURINBURG","NC","SCOTLAND"
"28353","LAURINBURG, NC",,"G",422,"G",3689,"G",16980,46,"LAURINBURG","NC","SCOTLAND"
"28355","LEMON SPRINGS, NC","C","D",0,"D",0,"D",0,4,"LEMON SPRINGS","NC","LEE"
"28356","LINDEN, NC",,"G",256,"H",1862,"H",8436,38,"LINDEN","NC","CUMBERLAND"
"28357","LUMBER BRIDGE, NC","H","D",0,"D",0,"D",0,24,"LUMBER BRIDGE","NC","ROBESON"
"28358","LUMBERTON, NC",,"G",14958,"G",102824,"G",423513,872,"LUMBERTON","NC","ROBESON"
"28359","LUMBERTON, NC",,"G",652,"G",4057,"G",17268,67,"LUMBERTON","NC","ROBESON"
"28360","LUMBERTON, NC",,"G",2934,"G",17186,"G",81053,115,"LUMBERTON","NC","ROBESON"
"28362","MARIETTA, NC","A","D",0,"D",0,"D",0,2,"MARIETTA","NC","ROBESON"
"28363","MARSTON, NC","B","D",0,"D",0,"D",0,6,"MARSTON","NC","RICHMOND"
"28364","MAXTON, NC",,"H",2366,"H",23366,"H",97379,106,"MAXTON","NC","ROBESON"
"28365","MOUNT OLIVE, NC",,"G",5950,"G",40158,"G",184496,259,"MOUNT OLIVE","NC","WAYNE"
"28366","NEWTON GROVE, NC",,"G",881,"G",6615,"G",32550,68,"NEWTON GROVE","NC","SAMPSON"
"28367","NORMAN, NC","A","D",0,"D",0,"D",0,2,"NORMAN","NC","RICHMOND"
"28368","OLIVIA, NC",,"G",25,"G",159,"G",653,6,"OLIVIA","NC","HARNETT"
"28369","ORRUM, NC","B","S",0,"H",284,"G",1249,15,"ORRUM","NC","ROBESON"
"28370","PINEHURST, NC",,"G",211,"H",1789,"H",7991,33,"PINEHURST","NC","MOORE"
"28371","PARKTON, NC",,"G",239,"G",1072,"G",4918,37,"PARKTON","NC","ROBESON"
"28372","PEMBROKE, NC",,"G",2693,"G",12625,"G",56179,203,"PEMBROKE","NC","ROBESON"
"28373","PINEBLUFF, NC",,"H",488,"G",3933,"G",15838,43,"PINEBLUFF","NC","MOORE"
"28374","PINEHURST, NC",,"G",9139,"H",83956,"H",383556,377,"PINEHURST","NC","MOORE"
"28375","PROCTORVILLE, NC","A","D",0,"D",0,"D",0,2,"PROCTORVILLE","NC","ROBESON"
"28376","RAEFORD, NC",,"G",5234,"G",30071,"G",126515,351,"RAEFORD","NC","HOKE"
"28377","RED SPRINGS, NC",,"H",1353,"G",8094,"G",34098,137,"RED SPRINGS","NC","ROBESON"
"28378","REX, NC","A","D",0,"D",0,"D",0,2,"REX","NC","ROBESON"
"28379","ROCKINGHAM, NC",,"G",6707,"G",38882,"G",175360,537,"ROCKINGHAM","NC","RICHMOND"
"28380","ROCKINGHAM, NC",,"G",304,"H",2244,"G",10596,32,"ROCKINGHAM","NC","RICHMOND"
"28382","ROSEBORO, NC",,"G",897,"G",4880,"G",23366,84,"ROSEBORO","NC","SAMPSON"
"28383","ROWLAND, NC",,"G",419,"G",1725,"G",7363,55,"ROWLAND","NC","ROBESON"
"28384","SAINT PAULS, NC",,"G",2067,"G",11636,"G",47779,146,"SAINT PAULS","NC","ROBESON"
"28385","SALEMBURG, NC",,"G",170,"G",942,"G",3549,36,"SALEMBURG","NC","SAMPSON"
"28386","SHANNON, NC",,"H",192,"H",1207,"H",4622,32,"SHANNON","NC","ROBESON"
"28387","SOUTHERN PINES, NC",,"G",7441,"G",52153,"G",225429,603,"SOUTHERN PINES","NC","MOORE"
"28388","SOUTHERN PINES, NC",,"G",633,"H",6007,"H",26520,38,"SOUTHERN PINES","NC","MOORE"
"28390","SPRING LAKE, NC",,"H",2844,"G",13973,"G",59461,286,"SPRING LAKE","NC","CUMBERLAND"
"28391","STEDMAN, NC",,"G",526,"G",2685,"G",11952,69,"STEDMAN","NC","CUMBERLAND"
"28392","TAR HEEL, NC","I","D",0,"D",0,"D",0,21,"TAR HEEL","NC","BLADEN"
"28393","TURKEY, NC",,"G",300,"G",1938,"G",9031,13,"TURKEY","NC","SAMPSON"
"28394","VASS, NC",,"G",677,"G",4176,"G",17913,81,"VASS","NC","MOORE"
"28395","WADE, NC",,"H",238,"G",1643,"G",7505,38,"WADE","NC","CUMBERLAND"
"28396","WAGRAM, NC",,"G",401,"G",2244,"G",8372,28,"WAGRAM","NC","SCOTLAND"
"28398","WARSAW, NC",,"G",1585,"G",8312,"G",36054,140,"WARSAW","NC","DUPLIN"
"28399","WHITE OAK, NC",,"G",48,"G",315,"G",1346,11,"WHITE OAK","NC","BLADEN"
"28401","WILMINGTON, NC",,"G",19579,"G",215687,"G",953109,1174,"WILMINGTON","NC","NEW HANOVER"
"28402","WILMINGTON, NC",,"H",2379,"H",40607,"H",162786,66,"WILMINGTON","NC","NEW HANOVER"
"28403","WILMINGTON, NC",,"G",28002,"G",196835,"G",811853,2012,"WILMINGTON","NC","NEW HANOVER"
"28404","WILMINGTON, NC","B","D",0,"D",0,"D",0,11,"WILMINGTON","NC","NEW HANOVER"
"28405","WILMINGTON, NC",,"G",16498,"G",152022,"G",639429,1230,"WILMINGTON","NC","NEW HANOVER"
"28406","WILMINGTON, NC",,"G",479,"G",4569,"G",17894,39,"WILMINGTON","NC","NEW HANOVER"
"28407","WILMINGTON, NC","B","D",0,"D",0,"D",0,3,"WILMINGTON","NC","NEW HANOVER"
"28408","WILMINGTON, NC",,"G",58,"G",369,"G",1804,15,"WILMINGTON","NC","NEW HANOVER"
"28409","WILMINGTON, NC",,"G",1624,"G",8908,"G",42123,391,"WILMINGTON","NC","NEW HANOVER"
"28411","WILMINGTON, NC",,"G",3126,"G",18783,"G",83591,504,"WILMINGTON","NC","NEW HANOVER"
"28412","WILMINGTON, NC",,"G",7868,"G",62546,"G",261644,702,"WILMINGTON","NC","NEW HANOVER"
"28420","ASH, NC",,"G",84,"G",480,"G",2143,28,"ASH","NC","BRUNSWICK"
"28421","ATKINSON, NC",,"H",93,"H",616,"H",1876,16,"ATKINSON","NC","PENDER"
"28422","BOLIVIA, NC",,"H",442,"H",2635,"H",12131,70,"BOLIVIA","NC","BRUNSWICK"
"28423","BOLTON, NC",,"G",106,"G",499,"G",3237,22,"BOLTON","NC","COLUMBUS"
"28424","BRUNSWICK, NC",,"H",49,"H",392,"H",1662,5,"BRUNSWICK","NC","COLUMBUS"
"28425","BURGAW, NC",,"G",2514,"G",17050,"G",71641,217,"BURGAW","NC","PENDER"
"28428","CAROLINA BEACH, NC",,"G",1188,"G",5480,"G",27218,218,"CAROLINA BEACH","NC","NEW HANOVER"
"28429","CASTLE HAYNE, NC",,"G",1380,"G",15851,"G",66868,132,"CASTLE HAYNE","NC","NEW HANOVER"
"28430","CERRO GORDO, NC",,"G",60,"G",258,"G",1040,15,"CERRO GORDO","NC","COLUMBUS"
"28431","CHADBOURN, NC",,"G",993,"G",4311,"G",18847,110,"CHADBOURN","NC","COLUMBUS"
"28432","CLARENDON, NC",,"G",33,"G",124,"G",482,7,"CLARENDON","NC","COLUMBUS"
"28433","CLARKTON, NC",,"G",435,"G",2765,"G",11896,47,"CLARKTON","NC","BLADEN"
"28434","COUNCIL, NC","B","D",0,"D",0,"D",0,7,"COUNCIL","NC","BLADEN"
"28435","CURRIE, NC","C","S",0,"H",725,"H",2885,19,"CURRIE","NC","PENDER"
"28436","DELCO, NC",,"G",194,"G",1341,"G",5923,37,"DELCO","NC","COLUMBUS"
"28438","EVERGREEN, NC",,"G",32,"G",165,"G",867,9,"EVERGREEN","NC","COLUMBUS"
"28439","FAIR BLUFF, NC",,"G",175,"G",1216,"G",4960,27,"FAIR BLUFF","NC","COLUMBUS"
"28441","GARLAND, NC","E","D",0,"D",0,"D",0,28,"GARLAND","NC","SAMPSON"
"28442","HALLSBORO, NC","B","S",0,"H",147,"H",675,7,"HALLSBORO","NC","COLUMBUS"
"28443","HAMPSTEAD, NC",,"G",1991,"G",12752,"G",56603,353,"HAMPSTEAD","NC","PENDER"
"28444","HARRELLS, NC",,"G",250,"G",1954,"G",8640,32,"HARRELLS","NC","SAMPSON"
"28445","HOLLY RIDGE, NC",,"H",1495,"H",7709,"H",39476,219,"HOLLY RIDGE","NC","ONSLOW"
"28447","IVANHOE, NC",,"G",30,"G",259,"G",1140,10,"IVANHOE","NC","SAMPSON"
"28448","KELLY, NC",,"G",17,"G",142,"G",687,8,"KELLY","NC","BLADEN"
"28449","KURE BEACH, NC",,"G",196,"G",747,"G",4516,47,"KURE BEACH","NC","NEW HANOVER"
"28450","LAKE WACCAMAW, NC",,"G",677,"H",4727,"H",19423,36,"LAKE WACCAMAW","NC","COLUMBUS"
"28451","LELAND, NC",,"H",4972,"H",47593,"H",180913,410,"LELAND","NC","BRUNSWICK"
"28452","LONGWOOD, NC","B","S",0,"H",513,"H",2124,7,"LONGWOOD","NC","BRUNSWICK"
"28453","MAGNOLIA, NC",,"G",128,"G",513,"G",2402,23,"MAGNOLIA","NC","DUPLIN"
"28454","MAPLE HILL, NC",,"G",128,"G",758,"G",3576,22,"MAPLE HILL","NC","PENDER"
"28455","NAKINA, NC",,"G",36,"G",150,"G",676,14,"NAKINA","NC","COLUMBUS"
"28456","RIEGELWOOD, NC",,"G",1416,"G",17816,"G",73776,47,"RIEGELWOOD","NC","COLUMBUS"
"28457","ROCKY POINT, NC",,"H",1413,"H",8445,"H",31374,95,"ROCKY POINT","NC","PENDER"
"28458","ROSE HILL, NC",,"G",1570,"G",8812,"G",38820,85,"ROSE HILL","NC","DUPLIN"
"28459","SHALLOTTE, NC",,"H",1797,"H",11958,"H",49212,96,"SHALLOTTE","NC","BRUNSWICK"
"28460","SNEADS FERRY, NC",,"G",1064,"G",5970,"G",27051,152,"SNEADS FERRY","NC","ONSLOW"
"28461","SOUTHPORT, NC",,"G",6797,"G",61819,"G",234659,459,"SOUTHPORT","NC","BRUNSWICK"
"28462","SUPPLY, NC",,"H",1862,"H",15368,"H",70464,219,"SUPPLY","NC","BRUNSWICK"
"28463","TABOR CITY, NC",,"G",1069,"G",6191,"G",28207,147,"TABOR CITY","NC","COLUMBUS"
"28464","TEACHEY, NC",,"G",751,"G",3528,"G",14722,24,"TEACHEY","NC","DUPLIN"
"28465","OAK ISLAND, NC",,"G",806,"G",3994,"G",20524,154,"OAK ISLAND","NC","BRUNSWICK"
"28466","WALLACE, NC",,"H",2275,"H",13087,"G",53880,244,"WALLACE","NC","DUPLIN"
"28467","CALABASH, NC",,"G",1701,"G",7445,"G",36845,177,"CALABASH","NC","BRUNSWICK"
"28468","SUNSET BEACH, NC",,"G",662,"G",2904,"G",14824,83,"SUNSET BEACH","NC","BRUNSWICK"
"28469","OCEAN ISLE BEACH, NC",,"G",1234,"G",6611,"G",34022,215,"OCEAN ISLE BEACH","NC","BRUNSWICK"
"28470","SHALLOTTE, NC",,"G",2240,"G",12091,"G",54169,262,"SHALLOTTE","NC","BRUNSWICK"
"28472","WHITEVILLE, NC",,"G",6930,"G",44988,"G",191499,576,"WHITEVILLE","NC","COLUMBUS"
"28478","WILLARD, NC",,"G",107,"G",669,"G",3292,27,"WILLARD","NC","PENDER"
"28479","WINNABOW, NC",,"G",279,"G",1422,"G",6222,34,"WINNABOW","NC","BRUNSWICK"
"28480","WRIGHTSVILLE BEACH, NC",,"G",1232,"G",5118,"G",27411,119,"WRIGHTSVILLE BEACH","NC","NEW HANOVER"
"28501","KINSTON, NC",,"G",8745,"G",59804,"G",268963,525,"KINSTON","NC","LENOIR"
"28502","KINSTON, NC",,"G",359,"H",3021,"H",11032,41,"KINSTON","NC","LENOIR"
"28503","KINSTON, NC",,"G",330,"G",2182,"G",9909,35,"KINSTON","NC","LENOIR"
"28504","KINSTON, NC",,"G",8642,"G",60033,"G",256639,450,"KINSTON","NC","LENOIR"
"28508","ALBERTSON, NC","B","S",0,"G",133,"G",577,18,"ALBERTSON","NC","DUPLIN"
"28509","ALLIANCE, NC",,"G",262,"G",1203,"G",5518,30,"ALLIANCE","NC","PAMLICO"
"28510","ARAPAHOE, NC",,"G",326,"G",1909,"G",9568,23,"ARAPAHOE","NC","PAMLICO"
"28511","ATLANTIC, NC","B","D",0,"D",0,"D",0,3,"ATLANTIC","NC","CARTERET"
"28512","ATLANTIC BEACH, NC",,"G",1065,"G",4796,"G",25040,159,"ATLANTIC BEACH","NC","CARTERET"
"28513","AYDEN, NC",,"G",2047,"G",10797,"G",46235,168,"AYDEN","NC","PITT"
"28515","BAYBORO, NC",,"G",344,"G",2077,"G",8842,42,"BAYBORO","NC","PAMLICO"
"28516","BEAUFORT, NC",,"G",2226,"G",13156,"G",59525,302,"BEAUFORT","NC","CARTERET"
"28518","BEULAVILLE, NC",,"G",1050,"G",6135,"G",25318,105,"BEULAVILLE","NC","DUPLIN"
"28519","BRIDGETON, NC",,"H",199,"H",1281,"H",5497,27,"BRIDGETON","NC","CRAVEN"
"28520","CEDAR ISLAND, NC","B","D",0,"D",0,"D",0,2,"CEDAR ISLAND","NC","CARTERET"
"28521","CHINQUAPIN, NC",,"H",81,"G",380,"G",1654,17,"CHINQUAPIN","NC","DUPLIN"
"28522","COMFORT, NC","A","D",0,"D",0,"D",0,2,"COMFORT","NC","JONES"
"28523","COVE CITY, NC",,"G",131,"H",928,"H",3584,23,"COVE CITY","NC","CRAVEN"
"28524","DAVIS, NC",,"G",27,"G",106,"G",510,10,"DAVIS","NC","CARTERET"
"28525","DEEP RUN, NC",,"H",95,"G",500,"G",2088,16,"DEEP RUN","NC","LENOIR"
"28526","DOVER, NC",,"G",81,"G",311,"G",1617,23,"DOVER","NC","CRAVEN"
"28527","ERNUL, NC",,"H",79,"H",413,"H",1925,13,"ERNUL","NC","CRAVEN"
"28528","GLOUCESTER, NC",,"G",7,"G",51,"G",216,4,"GLOUCESTER","NC","CARTERET"
"28529","GRANTSBORO, NC",,"G",427,"G",2091,"G",9315,37,"GRANTSBORO","NC","PAMLICO"
"28530","GRIFTON, NC",,"H",707,"H",4481,"H",20431,94,"GRIFTON","NC","PITT"
"28531","HARKERS ISLAND, NC",,"G",127,"G",448,"G",2332,23,"HARKERS ISLAND","NC","CARTERET"
"28532","HAVELOCK, NC",,"G",3242,"G",19181,"G",76641,338,"HAVELOCK","NC","CRAVEN"
"28533","CHERRY POINT, NC",,"G",988,"G",19320,"G",77573,48,"CHERRY POINT","NC","CRAVEN"
"28537","HOBUCKEN, NC",,"G",12,"S",0,"H",220,5,"HOBUCKEN","NC","PAMLICO"
"28538","HOOKERTON, NC",,"H",170,"H",874,"H",3206,25,"HOOKERTON","NC","GREENE"
"28539","HUBERT, NC",,"H",615,"H",3053,"H",13350,92,"HUBERT","NC","ONSLOW"
"28540","JACKSONVILLE, NC",,"G",10842,"G",60276,"G",253868,901,"JACKSONVILLE","NC","ONSLOW"
"28541","JACKSONVILLE, NC",,"G",567,"H",4027,"H",16901,30,"JACKSONVILLE","NC","ONSLOW"
"28542","CAMP LEJEUNE, NC",,"G",992,"G",10956,"G",50626,59,"CAMP LEJEUNE","NC","ONSLOW"
"28543","TARAWA TERRACE, NC","B","D",0,"D",0,"D",0,3,"TARAWA TERRACE","NC","ONSLOW"
"28544","MIDWAY PARK, NC",,"H",511,"H",1979,"H",8223,39,"MIDWAY PARK","NC","ONSLOW"
"28545","MCCUTCHEON FIELD, NC",,"G",59,"G",1108,"G",3358,14,"MCCUTCHEON FIELD","NC","ONSLOW"
"28546","JACKSONVILLE, NC",,"G",14231,"G",89931,"G",381333,869,"JACKSONVILLE","NC","ONSLOW"
"28547","CAMP LEJEUNE, NC",,"H",800,"H",6004,"H",20033,74,"CAMP LEJEUNE","NC","ONSLOW"
"28551","LA GRANGE, NC",,"H",1545,"G",9536,"G",41811,161,"LA GRANGE","NC","LENOIR"
"28552","LOWLAND, NC","A","D",0,"D",0,"D",0,2,"LOWLAND","NC","PAMLICO"
"28553","MARSHALLBERG, NC",,"G",12,"G",61,"G",278,6,"MARSHALLBERG","NC","CARTERET"
"28554","MAURY, NC",,"G",112,"G",703,"G",3080,10,"MAURY","NC","GREENE"
"28555","MAYSVILLE, NC",,"H",517,"G",3507,"G",17119,66,"MAYSVILLE","NC","JONES"
"28556","MERRITT, NC",,"G",17,"G",146,"G",625,7,"MERRITT","NC","PAMLICO"
"28557","MOREHEAD CITY, NC",,"G",9454,"G",62148,"G",274627,802,"MOREHEAD CITY","NC","CARTERET"
"28560","NEW BERN, NC",,"G",9141,"G",67358,"G",298219,705,"NEW BERN","NC","CRAVEN"
"28561","NEW BERN, NC",,"H",1416,"H",13352,"G",67108,83,"NEW BERN","NC","CRAVEN"
"28562","NEW BERN, NC",,"G",10101,"G",72435,"G",306820,821,"NEW BERN","NC","CRAVEN"
"28563","NEW BERN, NC","F","D",0,"D",0,"D",0,40,"NEW BERN","NC","CRAVEN"
"28564","NEW BERN, NC",,"G",132,"G",1034,"G",4868,16,"NEW BERN","NC","CRAVEN"
"28570","NEWPORT, NC",,"G",2058,"H",14374,"H",66150,285,"NEWPORT","NC","CARTERET"
"28571","ORIENTAL, NC",,"G",340,"G",1707,"G",8287,82,"ORIENTAL","NC","PAMLICO"
"28572","PINK HILL, NC",,"G",785,"H",3820,"G",16229,93,"PINK HILL","NC","LENOIR"
"28573","POLLOCKSVILLE, NC",,"H",528,"G",4288,"G",18819,44,"POLLOCKSVILLE","NC","JONES"
"28574","RICHLANDS, NC",,"G",901,"G",4291,"G",19217,149,"RICHLANDS","NC","ONSLOW"
"28575","SALTER PATH, NC",,"G",112,"G",410,"G",2497,22,"SALTER PATH","NC","CARTERET"
"28577","SEALEVEL, NC","C","D",0,"D",0,"D",0,10,"SEALEVEL","NC","CARTERET"
"28578","SEVEN SPRINGS, NC",,"G",110,"G",724,"G",3323,24,"SEVEN SPRINGS","NC","WAYNE"
"28579","SMYRNA, NC",,"G",38,"G",129,"G",542,9,"SMYRNA","NC","CARTERET"
"28580","SNOW HILL, NC",,"G",1382,"G",7520,"G",37387,167,"SNOW HILL","NC","GREENE"
"28581","STACY, NC","A","D",0,"D",0,"D",0,1,"STACY","NC","CARTERET"
"28582","STELLA, NC",,"G",63,"G",391,"G",1827,22,"STELLA","NC","CARTERET"
"28583","STONEWALL, NC","A","D",0,"D",0,"D",0,2,"STONEWALL","NC","PAMLICO"
"28584","SWANSBORO, NC",,"G",2460,"G",12226,"G",54469,337,"SWANSBORO","NC","ONSLOW"
"28585","TRENTON, NC",,"G",225,"G",1250,"G",5489,53,"TRENTON","NC","JONES"
"28586","VANCEBORO, NC",,"G",667,"H",3896,"H",16040,114,"VANCEBORO","NC","CRAVEN"
"28587","VANDEMERE, NC",,"H",57,"S",0,"H",409,5,"VANDEMERE","NC","PAMLICO"
"28589","WILLISTON, NC",,"G",11,"G",88,"G",427,4,"WILLISTON","NC","CARTERET"
"28590","WINTERVILLE, NC",,"G",4552,"G",32826,"G",135565,367,"WINTERVILLE","NC","PITT"
"28594","EMERALD ISLE, NC",,"H",965,"G",4345,"G",23557,151,"EMERALD ISLE","NC","CARTERET"
"28601","HICKORY, NC",,"G",23372,"G",196703,"G",828496,1346,"HICKORY","NC","CATAWBA"
"28602","HICKORY, NC",,"G",21084,"G",158594,"G",674435,1184,"HICKORY","NC","CATAWBA"
"28603","HICKORY, NC",,"G",2299,"G",20067,"G",88430,111,"HICKORY","NC","CATAWBA"
"28604","BANNER ELK, NC",,"G",2844,"G",14239,"G",56832,305,"BANNER ELK","NC","AVERY"
"28605","BLOWING ROCK, NC",,"G",2208,"G",11671,"G",52578,246,"BLOWING ROCK","NC","WATAUGA"
"28606","BOOMER, NC",,"H",176,"G",1279,"G",3274,14,"BOOMER","NC","WILKES"
"28607","BOONE, NC",,"G",12103,"H",82479,"H",363212,1063,"BOONE","NC","WATAUGA"
"28608","BOONE, NC","A","S",0,"S",0,"H",833,4,"BOONE","NC","WATAUGA"
"28609","CATAWBA, NC","G","D",0,"D",0,"D",0,68,"CATAWBA","NC","CATAWBA"
"28610","CLAREMONT, NC",,"H",4269,"H",38188,"H",172285,125,"CLAREMONT","NC","CATAWBA"
"28611","COLLETTSVILLE, NC",,"G",13,"G",103,"G",441,5,"COLLETTSVILLE","NC","CALDWELL"
"28612","CONNELLYS SPRINGS, NC",,"G",995,"G",6211,"G",27376,83,"CONNELLYS SPRINGS","NC","BURKE"
"28613","CONOVER, NC",,"G",10019,"G",73705,"G",304190,517,"CONOVER","NC","CATAWBA"
"28615","CRESTON, NC",,"G",52,"H",213,"H",923,8,"CRESTON","NC","ASHE"
"28616","CROSSNORE, NC","C","D",0,"D",0,"D",0,13,"CROSSNORE","NC","AVERY"
