"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est"
"01267","WILLIAMSTOWN, MA",,"G",4417,"G",40012,"G",174102,222
"01270","WINDSOR, MA","C","S",0,"H",478,"H",1995,13
"01301","GREENFIELD, MA",,"G",8317,"G",61929,"G",253722,581
"01302","GREENFIELD, MA",,"G",676,"G",9296,"G",31661,34
"01330","ASHFIELD, MA",,"G",149,"G",735,"G",3645,31
"01331","ATHOL, MA",,"H",3404,"H",26305,"H",108159,219
"01337","BERNARDSTON, MA",,"G",274,"G",1669,"G",7439,49
"01338","BUCKLAND, MA","C","S",0,"H",492,"H",2900,13
"01339","CHARLEMONT, MA",,"H",278,"H",1398,"G",5145,40
"01340","COLRAIN, MA","C","S",0,"H",893,"H",3479,17
"01341","CONWAY, MA",,"H",120,"G",678,"G",3106,29
"01342","DEERFIELD, MA",,"G",882,"G",7106,"G",30493,27
"01344","ERVING, MA","C","D",0,"D",0,"D",0,16
"01346","HEATH, MA",,"G",13,"G",96,"G",364,4
"01349","MILLERS FALLS, MA",,"G",35,"G",227,"G",1029,7
"01350","MONROE BRIDGE, MA",,"G",3,"S",0,"G",47,3
"01351","MONTAGUE, MA",,"G",137,"G",835,"G",3899,37
"01354","GILL, MA",,"G",77,"G",395,"G",2020,20
"01355","NEW SALEM, MA",,"G",53,"H",425,"H",1712,16
"01360","NORTHFIELD, MA",,"H",644,"H",5217,"H",24571,45
"01364","ORANGE, MA",,"G",1697,"H",10900,"H",47348,143
"01366","PETERSHAM, MA",,"G",117,"G",405,"G",2079,34
"01367","ROWE, MA",,"G",77,"G",639,"G",2765,9
"01368","ROYALSTON, MA","B","S",0,"S",0,"H",484,7
"01370","SHELBURNE FALLS, MA",,"G",733,"G",4075,"G",16807,118
"01373","SOUTH DEERFIELD, MA",,"G",3276,"G",38727,"G",172578,152
"01375","SUNDERLAND, MA",,"H",611,"G",4996,"G",25923,47
"01376","TURNERS FALLS, MA",,"G",1910,"G",16144,"G",65936,115
"01378","WARWICK, MA","B","D",0,"D",0,"D",0,2
"01379","WENDELL, MA",,"G",266,"G",1975,"G",10826,12
"01380","WENDELL DEPOT, MA","A","D",0,"D",0,"D",0,1
"01420","FITCHBURG, MA",,"G",10077,"G",81099,"G",339214,825
"01430","ASHBURNHAM, MA",,"G",925,"H",5867,"H",24736,102
"01431","ASHBY, MA",,"G",153,"G",1104,"G",5248,57
"01432","AYER, MA",,"G",4533,"G",50822,"G",206629,244
"01434","DEVENS, MA",,"H",1898,"H",31931,"H",148402,47
"01436","BALDWINVILLE, MA","F","D",0,"D",0,"D",0,32
"01438","EAST TEMPLETON, MA","C","D",0,"D",0,"D",0,17
"01440","GARDNER, MA",,"G",7135,"G",55789,"G",235542,448
"01441","WESTMINSTER, MA","F","D",0,"D",0,"D",0,3
"01450","GROTON, MA",,"G",1617,"G",13371,"G",57135,212
"01451","HARVARD, MA",,"H",710,"G",9449,"G",40507,162
"01452","HUBBARDSTON, MA",,"G",355,"G",2231,"G",9153,46
"01453","LEOMINSTER, MA",,"G",17560,"G",145799,"G",591059,1159
"01460","LITTLETON, MA",,"G",4242,"G",58614,"G",250369,336
"01462","LUNENBURG, MA",,"G",1803,"G",13616,"G",60902,206
"01463","PEPPERELL, MA",,"G",1099,"G",8814,"G",40865,207
"01464","SHIRLEY, MA",,"H",1069,"H",11955,"H",49847,124
"01467","STILL RIVER, MA",,"G",17,"G",107,"G",494,9
"01468","TEMPLETON, MA",,"G",256,"G",1861,"G",8181,47
"01469","TOWNSEND, MA",,"G",1380,"G",13591,"G",54575,126
"01471","GROTON, MA","F","D",0,"D",0,"D",0,5
"01472","WEST GROTON, MA",,"G",346,"G",3287,"G",12730,13
"01473","WESTMINSTER, MA",,"G",1507,"G",13419,"G",58227,157
"01474","WEST TOWNSEND, MA",,"H",234,"G",1576,"G",6028,31
"01475","WINCHENDON, MA",,"G",1313,"G",8012,"G",32554,153
"01477","WINCHENDON SPRINGS, MA","B","D",0,"D",0,"D",0,2
"01501","AUBURN, MA",,"G",10618,"G",95440,"G",392877,586
"01503","BERLIN, MA","E","S",0,"H",2803,"H",12933,89
"01504","BLACKSTONE, MA",,"H",735,"G",4617,"G",19809,133
"01505","BOYLSTON, MA",,"G",1140,"G",11432,"G",53092,125
"01506","BROOKFIELD, MA",,"H",314,"G",1975,"G",8383,48
"01507","CHARLTON, MA",,"G",2694,"G",27179,"G",111608,228
"01508","CHARLTON CITY, MA","E","S",0,"H",1347,"H",5484,29
"01509","CHARLTON DEPOT, MA",,"G",8,"G",42,"G",337,4
"01510","CLINTON, MA",,"G",4492,"G",41756,"G",173336,283
"01515","EAST BROOKFIELD, MA",,"H",311,"G",2226,"H",7982,50
"01516","DOUGLAS, MA",,"G",612,"G",4426,"G",20348,129
"01518","FISKDALE, MA",,"G",418,"G",2279,"G",10066,63
"01519","GRAFTON, MA","G","D",0,"D",0,"D",0,102
"01520","HOLDEN, MA",,"G",2761,"G",25574,"G",107467,263
"01521","HOLLAND, MA",,"G",155,"H",1530,"H",6286,27
"01522","JEFFERSON, MA",,"H",142,"G",861,"G",4285,37
"01523","LANCASTER, MA",,"G",1441,"G",11564,"G",48907,116
"01524","LEICESTER, MA",,"H",1050,"H",6673,"H",29685,106
"01525","LINWOOD, MA",,"G",226,"H",1462,"H",6702,24
"01526","MANCHAUG, MA",,"G",67,"G",509,"G",2118,15
"01527","MILLBURY, MA",,"G",4709,"G",36001,"G",143644,280
"01529","MILLVILLE, MA",,"G",71,"G",465,"H",2222,33
"01531","NEW BRAINTREE, MA",,"H",37,"H",195,"G",1087,19
"01532","NORTHBOROUGH, MA",,"G",6014,"G",71397,"G",288553,473
"01534","NORTHBRIDGE, MA",,"G",999,"G",6798,"G",29734,62
"01535","NORTH BROOKFIELD, MA",,"G",910,"G",7917,"G",31572,83
"01536","NORTH GRAFTON, MA",,"G",2201,"H",24174,"H",105225,152
"01537","NORTH OXFORD, MA",,"H",927,"G",8497,"G",31705,60
"01538","NORTH UXBRIDGE, MA","C","S",0,"H",797,"H",2830,22
"01540","OXFORD, MA",,"G",2734,"H",27981,"H",123119,250
"01541","PRINCETON, MA",,"G",847,"G",4011,"G",15832,71
"01542","ROCHDALE, MA",,"G",443,"G",4411,"G",19516,38
"01543","RUTLAND, MA",,"G",856,"G",5876,"G",26620,124
"01545","SHREWSBURY, MA",,"G",10458,"G",89036,"G",374631,806
"01550","SOUTHBRIDGE, MA",,"G",5517,"G",48660,"G",200736,361
"01560","SOUTH GRAFTON, MA",,"G",329,"H",2684,"H",11977,62
"01561","SOUTH LANCASTER, MA",,"G",838,"G",6260,"G",28362,42
"01562","SPENCER, MA",,"G",3013,"H",26532,"H",116702,249
"01564","STERLING, MA",,"G",2230,"G",20797,"G",89793,181
"01566","STURBRIDGE, MA",,"G",3860,"G",27553,"G",110405,244
"01568","UPTON, MA",,"G",682,"G",5002,"G",25539,159
"01569","UXBRIDGE, MA",,"G",2656,"G",22660,"G",94575,259
"01570","WEBSTER, MA",,"G",7141,"H",75008,"H",310615,395
"01571","DUDLEY, MA",,"G",2183,"G",13839,"G",74491,169
"01580","WESTBOROUGH, MA","F","D",0,"D",0,"D",0,8
"01581","WESTBOROUGH, MA",,"G",21419,"G",279130,"G",1095304,913
"01582","WESTBOROUGH, MA","F","D",0,"D",0,"D",0,5
"01583","WEST BOYLSTON, MA",,"G",2554,"G",22201,"G",94995,230
"01585","WEST BROOKFIELD, MA",,"G",806,"G",6290,"G",25607,82
"01588","WHITINSVILLE, MA",,"G",2625,"G",24527,"G",94476,203
"01590","SUTTON, MA",,"G",1615,"G",13293,"G",58079,163
"01601","WORCESTER, MA",,"G",234,"G",2481,"G",9862,20
"01602","WORCESTER, MA",,"G",2701,"G",19432,"G",88532,278
"01603","WORCESTER, MA",,"G",7311,"G",53840,"G",218272,400
"01604","WORCESTER, MA",,"H",11536,"H",103157,"H",416704,701
"01605","WORCESTER, MA",,"H",24408,"H",341797,"H",1346235,577
"01606","WORCESTER, MA",,"G",10408,"G",118113,"G",473490,453
"01607","WORCESTER, MA",,"G",2420,"G",23250,"G",98099,139
"01608","WORCESTER, MA",,"G",10960,"G",157435,"G",600666,580
"01609","WORCESTER, MA",,"G",8643,"G",71661,"G",304684,514
"01610","WORCESTER, MA",,"H",8968,"G",75054,"G",319604,352
"01611","CHERRY VALLEY, MA",,"G",208,"G",1701,"G",6523,37
"01612","PAXTON, MA",,"G",649,"G",4961,"G",21534,71
"01613","WORCESTER, MA",,"G",593,"G",7837,"G",31929,37
"01614","WORCESTER, MA",,"G",15,"G",92,"G",382,5
"01615","WORCESTER, MA",,"G",379,"G",4950,"G",19708,14
"01653","WORCESTER, MA",,"G",31,"G",224,"G",690,5
"01655","WORCESTER, MA","H","D",0,"D",0,"D",0,9
"01701","FRAMINGHAM, MA",,"G",32588,"G",522776,"G",2094797,1222
"01702","FRAMINGHAM, MA",,"G",14192,"G",258881,"G",1074166,839
"01703","FRAMINGHAM, MA","C","S",0,"H",400,"H",1872,6
"01704","FRAMINGHAM, MA","B","S",0,"G",395,"G",1943,7
"01705","FRAMINGHAM, MA","A","D",0,"D",0,"D",0,1
"01718","VILLAGE OF NAGOG WOODS, MA","A","D",0,"D",0,"D",0,2
"01719","BOXBOROUGH, MA",,"G",4215,"G",104029,"H",413352,155
"01720","ACTON, MA",,"G",8547,"G",99076,"G",413702,736
"01721","ASHLAND, MA",,"G",4593,"G",44468,"G",188448,395
"01730","BEDFORD, MA",,"G",19364,"G",451259,"G",1672028,523
"01731","HANSCOM AFB, MA",,"G",893,"G",11391,"H",65776,31
"01740","BOLTON, MA",,"G",841,"G",13889,"G",51000,112
"01741","CARLISLE, MA",,"G",454,"G",5207,"G",24706,114
"01742","CONCORD, MA",,"G",10161,"G",147435,"G",622880,795
"01745","FAYVILLE, MA","C","D",0,"D",0,"D",0,25
"01746","HOLLISTON, MA",,"G",5144,"G",68836,"G",287561,401
"01747","HOPEDALE, MA",,"G",1333,"G",14378,"G",67182,150
"01748","HOPKINTON, MA",,"G",9670,"G",285356,"G",973406,415
"01749","HUDSON, MA",,"G",8576,"G",92741,"G",373787,516
"01752","MARLBOROUGH, MA",,"G",33182,"G",684441,"G",2577932,1364
"01754","MAYNARD, MA",,"H",3328,"H",62078,"H",232294,292
"01756","MENDON, MA",,"G",920,"G",6474,"G",28831,151
"01757","MILFORD, MA",,"G",14869,"G",180945,"G",737646,776
"01760","NATICK, MA",,"G",25018,"G",404739,"G",1496220,1392
"01770","SHERBORN, MA",,"H",493,"G",5336,"G",23734,111
"01772","SOUTHBOROUGH, MA",,"G",7646,"G",131810,"G",519019,321
"01773","LINCOLN, MA",,"H",1389,"H",23982,"H",94552,147
"01775","STOW, MA",,"G",1162,"G",9824,"G",44275,158
"01776","SUDBURY, MA",,"G",7283,"G",104613,"G",402823,495
"01778","WAYLAND, MA",,"G",2884,"G",33514,"G",144598,338
"01784","WOODVILLE, MA",,"G",11,"G",53,"G",227,5
"01801","WOBURN, MA",,"G",39475,"G",537408,"G",2181156,1985
"01803","BURLINGTON, MA",,"G",35902,"G",644533,"G",2526927,1468
"01805","BURLINGTON, MA","I","D",0,"D",0,"D",0,9
"01807","WOBURN, MA","A","D",0,"D",0,"D",0,1
"01810","ANDOVER, MA",,"G",28914,"G",521549,"G",1993826,1014
"01812","ANDOVER, MA","A","D",0,"D",0,"D",0,1
"01821","BILLERICA, MA",,"G",15418,"G",264665,"G",982007,700
"01822","BILLERICA, MA","C","D",0,"D",0,"D",0,3
"01824","CHELMSFORD, MA",,"G",19306,"G",304868,"G",1266647,833
"01826","DRACUT, MA",,"G",4324,"G",35014,"G",155463,533
"01827","DUNSTABLE, MA",,"G",199,"G",1285,"G",6501,54
"01830","HAVERHILL, MA",,"G",7456,"G",61275,"G",253764,573
"01831","HAVERHILL, MA",,"G",194,"G",1884,"G",7785,24
"01832","HAVERHILL, MA",,"G",3978,"G",36522,"G",154122,297
"01833","GEORGETOWN, MA",,"G",1677,"G",16195,"G",73401,201
"01834","GROVELAND, MA",,"G",987,"G",10204,"G",40762,122
"01835","HAVERHILL, MA",,"G",4784,"G",45478,"G",184609,302
"01840","LAWRENCE, MA",,"H",4073,"H",29322,"H",128783,304
"01841","LAWRENCE, MA",,"G",6952,"G",62920,"G",252392,303
"01842","LAWRENCE, MA",,"G",178,"G",1735,"G",7799,18
"01843","LAWRENCE, MA",,"G",8755,"G",93758,"G",390475,441
"01844","METHUEN, MA",,"G",15040,"G",131034,"G",557435,883
"01845","NORTH ANDOVER, MA",,"G",14781,"G",152927,"G",643127,866
"01850","LOWELL, MA",,"G",1394,"G",7829,"G",33345,108
"01851","LOWELL, MA",,"G",8362,"G",112059,"G",451083,418
"01852","LOWELL, MA",,"G",12517,"G",109252,"G",456419,795
"01853","LOWELL, MA","G","D",0,"D",0,"D",0,22
"01854","LOWELL, MA",,"G",5897,"G",58311,"G",247911,303
"01860","MERRIMAC, MA",,"G",542,"G",3616,"G",15283,95
"01862","NORTH BILLERICA, MA",,"G",7925,"G",125865,"G",492984,367
"01863","NORTH CHELMSFORD, MA",,"G",2373,"G",26873,"G",118360,229
"01864","NORTH READING, MA",,"G",6503,"G",105829,"G",381231,475
"01865","NUTTING LAKE, MA","B","D",0,"D",0,"D",0,3
"01866","PINEHURST, MA",,"G",65,"G",390,"G",1897,8
"01867","READING, MA",,"G",6010,"H",54404,"H",226258,507
"01876","TEWKSBURY, MA",,"G",16848,"G",242764,"G",895572,765
"01879","TYNGSBORO, MA",,"G",4440,"G",28687,"G",122523,330
"01880","WAKEFIELD, MA",,"G",14446,"G",208562,"G",828439,919
"01885","WEST BOXFORD, MA","B","S",0,"G",225,"G",1461,11
"01886","WESTFORD, MA",,"G",10660,"G",205437,"G",780971,584
"01887","WILMINGTON, MA",,"G",18384,"G",297677,"G",1114765,755
"01888","WOBURN, MA",,"G",201,"G",2732,"G",12100,16
"01889","NORTH READING, MA","A","D",0,"D",0,"D",0,1
"01890","WINCHESTER, MA",,"G",7057,"G",76765,"G",339184,595
"01901","LYNN, MA",,"G",5868,"G",50058,"G",202516,260
"01902","LYNN, MA",,"G",3185,"G",23987,"G",100915,370
"01903","LYNN, MA",,"G",80,"G",426,"G",1786,13
"01904","LYNN, MA",,"G",2356,"G",18374,"G",82906,271
"01905","LYNN, MA",,"H",6411,"H",87124,"H",357867,270
"01906","SAUGUS, MA",,"G",9654,"G",58885,"G",254192,772
"01907","SWAMPSCOTT, MA",,"H",3163,"G",21885,"H",93944,336
"01908","NAHANT, MA",,"G",295,"G",1809,"G",9483,52
"01910","LYNN, MA",,"H",62,"G",845,"G",3403,9
"01913","AMESBURY, MA",,"G",4444,"G",43079,"G",165216,404
"01915","BEVERLY, MA",,"G",21466,"G",254235,"G",1010318,1257
"01921","BOXFORD, MA",,"G",748,"H",9096,"H",41932,137
"01922","BYFIELD, MA","F","S",0,"H",10059,"H",38885,70
"01923","DANVERS, MA",,"G",27339,"G",274006,"G",1094965,1145
"01929","ESSEX, MA",,"H",944,"G",7604,"G",37590,152
"01930","GLOUCESTER, MA",,"G",9684,"G",111037,"G",450587,931
"01931","GLOUCESTER, MA","B","S",0,"G",423,"G",1838,21
"01936","HAMILTON, MA",,"H",76,"G",844,"G",3731,17
"01937","HATHORNE, MA",,"G",106,"S",0,"H",7678,5
"01938","IPSWICH, MA",,"G",4525,"G",45727,"G",197420,407
"01940","LYNNFIELD, MA",,"G",4242,"G",52978,"G",212066,351
"01944","MANCHESTER, MA",,"G",1474,"G",16011,"G",70173,188
"01945","MARBLEHEAD, MA",,"G",4166,"G",39715,"G",161900,593
"01949","MIDDLETON, MA",,"G",3476,"G",30976,"G",126367,297
"01950","NEWBURYPORT, MA",,"G",10022,"G",101144,"G",428437,807
"01951","NEWBURY, MA",,"G",362,"G",2607,"G",11731,69
"01952","SALISBURY, MA",,"G",2304,"G",18789,"G",89978,287
"01960","PEABODY, MA",,"G",22475,"G",220927,"G",926917,1412
"01961","PEABODY, MA",,"H",551,"H",4991,"H",20084,19
"01965","PRIDES CROSSING, MA","E","D",0,"D",0,"D",0,14
"01966","ROCKPORT, MA",,"G",738,"G",5687,"G",26476,198
"01969","ROWLEY, MA",,"G",2716,"H",22646,"H",112834,222
"01970","SALEM, MA",,"G",17066,"H",176626,"H",733334,1158
"01971","SALEM, MA","A","D",0,"D",0,"D",0,1
"01982","SOUTH HAMILTON, MA",,"G",1096,"G",8692,"G",39323,157
"01983","TOPSFIELD, MA",,"G",1780,"G",21734,"G",94349,239
"01984","WENHAM, MA",,"G",1745,"G",16556,"G",63343,79
"01985","WEST NEWBURY, MA",,"G",360,"G",2765,"G",12573,90
"02018","ACCORD, MA",,"G",52,"G",1089,"G",5604,8
"02019","BELLINGHAM, MA",,"H",5280,"H",38370,"H",160801,379
"02020","BRANT ROCK, MA",,"H",147,"H",715,"H",3403,17
"02021","CANTON, MA",,"G",23792,"G",391581,"G",1487646,934
"02025","COHASSET, MA",,"G",2614,"G",19023,"G",89730,251
"02026","DEDHAM, MA",,"G",15430,"G",160605,"G",656316,790
"02027","DEDHAM, MA",,"G",390,"G",4107,"G",15560,17
"02030","DOVER, MA",,"G",409,"G",4837,"G",22292,112
"02032","EAST WALPOLE, MA",,"G",1900,"G",17223,"G",72397,111
"02035","FOXBORO, MA",,"G",10411,"G",152380,"G",591213,582
"02038","FRANKLIN, MA",,"G",15466,"G",183116,"G",728954,834
"02040","GREENBUSH, MA",,"G",48,"G",290,"G",1421,9
"02041","GREEN HARBOR, MA","C","D",0,"D",0,"D",0,9
"02043","HINGHAM, MA",,"G",12657,"G",136712,"G",542856,835
"02045","HULL, MA",,"G",1030,"G",6609,"G",30423,166
"02047","HUMAROCK, MA",,"G",29,"G",213,"G",824,13
"02048","MANSFIELD, MA",,"G",10525,"G",137425,"G",549654,545
"02050","MARSHFIELD, MA",,"G",4128,"G",34495,"G",147791,521
"02051","MARSHFIELD HILLS, MA",,"H",92,"S",0,"H",3126,17
"02052","MEDFIELD, MA",,"G",2805,"G",23639,"G",104615,318
"02053","MEDWAY, MA",,"G",3049,"G",27029,"G",130787,307
"02054","MILLIS, MA",,"G",1665,"G",10663,"G",45589,205
"02055","MINOT, MA","A","D",0,"D",0,"D",0,1
"02056","NORFOLK, MA",,"H",1655,"H",14661,"G",62698,229
"02059","NORTH MARSHFIELD, MA",,"G",25,"G",124,"G",539,9
"02060","NORTH SCITUATE, MA",,"G",250,"G",3842,"G",17610,15
"02061","NORWELL, MA",,"H",11397,"H",141545,"H",567362,578
"02062","NORWOOD, MA",,"G",26108,"G",351900,"G",1397922,1253
"02065","OCEAN BLUFF, MA","A","S",0,"G",128,"G",619,3
"02066","SCITUATE, MA",,"G",2395,"G",17540,"G",77835,357
"02067","SHARON, MA",,"G",2701,"G",30662,"G",123026,376
"02070","SHELDONVILLE, MA","B","S",0,"G",145,"G",650,9
